Key,Source,Context,Changes,English,schinese,Russian
RapidBlows4,progression,skills,New,"Rapid Blows IV","迅疾打击 IV","Стремительные удары IV"
RapidBlows5,progression,skills,New,"Rapid Blows V","迅疾打击 V","Стремительные удары V"
RapidBlows6,progression,skills,New,"Rapid Blows VI","迅疾打击 VI","Стремительные удары VI"
RapidBlows7,progression,skills,New,"Rapid Blows VII","迅疾打击 VII","Стремительные удары VII"

Rifleman,progression,skills,New,"Rifleman","步枪手","Стрелок"
Rifleman0,progression,skills,New,"You know the weak spot of every armor and protection.","你深谙各种护甲与防御的弱点。","Тебе известно слабое место любой брони и защиты."
Rifleman1Desc,progression,skills,New,"Increase your entity damage and armor penetration by 7%.","实体伤害和护甲穿透增加 7%。","Увеличивает урон по существам и пробиваемость брони на 7%."
Rifleman2Desc,progression,skills,New,"Increase your entity damage and armor penetration by 14%.","实体伤害和护甲穿透增加 14%。","Увеличивает урон по существам и пробиваемость брони на 14%."
Rifleman3Desc,progression,skills,New,"Increase your entity damage and armor penetration by 21%.","实体伤害和护甲穿透增加 21%。","Увеличивает урон по существам и пробиваемость брони на 21%."
Rifleman4Desc,progression,skills,New,"Increase your entity damage and armor penetration by 28%.","实体伤害和护甲穿透增加 28%。","Увеличивает урон по существам и пробиваемость брони на 28%."
Rifleman5Desc,progression,skills,New,"Increase your entity damage and armor penetration by 35%.","实体伤害和护甲穿透增加 35%。","Увеличивает урон по существам и пробиваемость брони на 35%."
Rifleman6Desc,progression,skills,New,"Increase your entity damage and armor penetration by 42%.","实体伤害和护甲穿透增加 42%。","Увеличивает урон по существам и пробиваемость брони на 42%."
Rifleman7Desc,progression,skills,New,"You are Simo Häyhä.\n\nIncrease your entity damage and armor penetration by 50%.","你是西蒙·海耶。\n\n实体伤害和护甲穿透增加 50%。","Вы — Симо Хяюхя.\n\nУвеличивает урон по существам и пробиваемость брони на 50%."
Rifleman1,progression,skills,New,"Rifleman I","步枪手 I","Стрелок I"
Rifleman2,progression,skills,New,"Rifleman II","步枪手 II","Стрелок II"
Rifleman3,progression,skills,New,"Rifleman III","步枪手 III","Стрелок III"
Rifleman4,progression,skills,New,"Rifleman IV","步枪手 IV","Стрелок IV"
Rifleman5,progression,skills,New,"Rifleman V","步枪手 V","Стрелок V"
Rifleman6,progression,skills,New,"Rifleman VI","步枪手 VI","Стрелок VI"
Rifleman7,progression,skills,New,"Rifleman VII","步枪手 VII","Стрелок VII"

Robotics,progression,skills,New,"Robotics","机器人技术","Робототехника"
Robotics0,progression,skills,New,"Engineering is your middle name.","“工程”就是你的代名词。","Инженерия — это твоё второе имя."
Robotics1Desc,progression,skills,New,"Increase the entity damage by 7%, magazine size by 12 and the maximum active range of junk turrets by 12%.","实体伤害增加 7%，弹匣容量增加 12，废弃炮塔的最大活动范围增加 12%。","Увеличивает урон по существам на 7%, размер магазина на 12 и макс. дальность действия турелей на 12%."
Robotics2Desc,progression,skills,New,"Increase the entity damage by 14%, magazine size by 24 and the maximum active range of junk turrets by 24%.","实体伤害增加 14%，弹匣容量增加 24，废弃炮塔的最大活动范围增加 24%。","Увеличивает урон по существам на 14%, размер магазина на 24 и макс. дальность действия турелей на 24%."
Robotics3Desc,progression,skills,New,"Increase the entity damage by 21%, magazine size by 36 and the maximum active range of junk turrets by 36%.","实体伤害增加 21%，弹匣容量增加 36，废弃炮塔的最大活动范围增加 36%。","Увеличивает урон по существам на 21%, размер магазина на 36 и макс. дальность действия турелей на 36%."
Robotics4Desc,progression,skills,New,"Increase the entity damage by 28%, magazine size by 48 and the maximum active range of junk turrets by 48%.","实体伤害增加 28%，弹匣容量增加 48，废弃炮塔的最大活动范围增加 48%。","Увеличивает урон по существам на 28%, размер магазина на 48 и макс. дальность действия турелей на 48%."
Robotics5Desc,progression,skills,New,"Increase the entity damage by 35%, magazine size by 60 and the maximum active range of junk turrets by 60%.","实体伤害增加 35%，弹匣容量增加 60，废弃炮塔的最大活动范围增加 60%。","Увеличивает урон по существам на 35%, размер магазина на 60 и макс. дальность действия турелей на 60%."
Robotics6Desc,progression,skills,New,"Increase the entity damage by 42%, magazine size by 72 and the maximum active range of junk turrets by 72%.","实体伤害增加 42%，弹匣容量增加 72，废弃炮塔的最大活动范围增加 72%。","Увеличивает урон по существам на 42%, размер магазина на 72 и макс. дальность действия турелей на 72%."
Robotics7Desc,progression,skills,New,"'Very crude systems can accomplish an awful lot!'\n\nIncrease the entity damage by 50%, magazine size by 100, the maximum active range of junk turrets by 100% and can have 1 additional active turret.","“简陋的系统也能大有作为！”\n\n实体伤害增加 50%，弹匣容量增加 100，废弃炮塔的最大活动范围增加 100%，并可额外激活 1 座炮塔。","«Даже грубые системы способны на многое!»\n\nУвеличивает урон по существам на 50%, размер магазина на 100, макс. дальность турелей на 100% и позволяет иметь 1 доп. активную турель."
Robotics1,progression,skills,New,"Robotics I","机器人技术 I","Робототехника I"
Robotics2,progression,skills,New,"Robotics II","机器人技术 II","Робототехника II"
Robotics3,progression,skills,New,"Robotics III","机器人技术 III","Робототехника III"
